time,acc_effective,pod_raw,pod_debiased
2002-04-16 08:31:32,5.8885423757192235e-12,7.697975850717126e-12,6.00311769985055e-12
2002-04-16 10:04:02,5.8515288036074e-12,7.517561374359816e-12,5.8624249570655825e-12
2002-04-16 11:36:32,5.798688031619175e-12,7.424981868766725e-12,5.790228618775235e-12
2002-04-16 13:09:02,5.669683097939803e-12,7.297330063992292e-12,5.690681825758487e-12
2002-04-16 14:41:32,5.571485638168152e-12,7.1370073526820146e-12,5.565657257661784e-12
2002-04-16 16:14:02,5.477252696257722e-12,7.0151317739744936e-12,5.470614942914786e-12
2002-04-16 17:46:32,5.418692574713804e-12,6.876895293620529e-12,5.3628138952016235e-12
2002-04-16 19:19:02,5.376678788177903e-12,6.637334784880686e-12,5.175997262090547e-12
2002-04-16 20:51:47,5.335846881099096e-12,6.803267245112492e-12,5.305396484472429e-12
2002-04-16 22:24:32,5.3690832714975814e-12,6.7785626011242665e-12,5.286131045288126e-12
2002-04-16 23:57:02,5.41353988895788e-12,7.156451162262827e-12,5.580820136801789e-12
2002-04-17 01:29:32,5.470370471915607e-12,6.994236084538605e-12,5.454319843328123e-12
2002-04-17 03:02:02,5.465673079290909e-12,6.872319799309312e-12,5.359245784386795e-12
2002-04-17 04:34:32,5.592587100527736e-12,7.114569114247341e-12,5.548159231048969e-12
2002-04-17 06:07:02,5.758683224978362e-12,7.22944093704474e-12,5.637739802100634e-12
2002-04-17 07:39:32,5.6338288157954025e-12,7.124806971510107e-12,5.5561430261834954e-12
2002-04-17 09:12:02,5.799397047654016e-12,7.525812535038754e-12,5.8688594652631405e-12
2002-04-17 10:44:47,6.086985541331986e-12,7.69023182762558e-12,5.997078673099826e-12
2002-04-17 12:17:32,6.9979898405111475e-12,9.002561988487381e-12,7.020473987594518e-12
2002-04-17 13:49:47,7.058621997122506e-12,9.115422584399583e-12,7.108486142227752e-12
2002-04-17 15:22:02,7.220227577773899e-12,9.265733235679791e-12,7.2257029987982e-12
2002-04-17 16:54:32,7.771110068255854e-12,1.0002965208932741e-11,7.800619105753544e-12
2002-04-17 18:27:02,7.614307305874193e-12,9.97597621282419e-12,7.77957225871448e-12
2002-04-17 19:59:32,7.758922296740641e-12,9.88402924014754e-12,7.707869188994998e-12
2002-04-17 21:32:02,7.215561816233802e-12,9.28837574608035e-12,7.2433603229559504e-12
2002-04-17 23:04:32,6.771084659105949e-12,8.51304152674355e-12,6.6387309157375636e-12
2002-04-18 00:37:02,6.590453367325862e-12,8.574656337062085e-12,6.686780034826665e-12
2002-04-18 02:09:47,6.486097114924547e-12,8.384605284202919e-12,6.5385723940885076e-12
2002-04-18 03:42:32,7.028774430340878e-12,9.056966441870198e-12,7.0629002491711455e-12
2002-04-18 05:15:02,6.812125994625019e-12,8.72544588482288e-12,6.804370349562578e-12
2002-04-18 06:47:32,6.977716114148122e-12,9.103944641147793e-12,7.099535289999984e-12
2002-04-18 08:20:02,7.052193651194695e-12,9.054900378530736e-12,7.061289069603599e-12
2002-04-18 09:52:32,7.186021885742562e-12,9.196511151608325e-12,7.1717214942873426e-12
2002-04-18 11:25:02,7.118519992241155e-12,7.154318867024563e-12,5.579157307567928e-12
2002-04-18 12:57:32,6.897103310047054e-12,8.638106294508638e-12,6.736260257938391e-12
2002-04-18 16:02:32,6.469729532799961e-12,8.337795908488968e-12,6.502069007053175e-12
2002-04-18 17:35:02,6.559392830520402e-12,8.373202247052332e-12,6.529679955936163e-12
2002-04-18 19:07:32,6.26174920014235e-12,7.858280838241271e-12,6.1281284463951586e-12
2002-04-18 20:40:02,6.118435421219162e-12,7.694639891604643e-12,6.000516216605801e-12
2002-04-18 22:12:32,5.958231062527274e-12,7.536188511309983e-12,5.876950969837196e-12
2002-04-18 23:45:02,5.856867002078848e-12,8.544555399374354e-12,6.663306400286946e-12
2002-04-19 01:17:32,5.6418473367325855e-12,7.28858023982667e-12,5.683858444477766e-12
2002-04-19 02:50:02,5.401633743812182e-12,6.814062767781872e-12,5.313815164197133e-12
