time,edr_raw,edr_debiased
2001-04-07 23:35:47,5.303835853340446e-12,4.123263934140776e-12
2001-04-08 01:09:02,5.4385943270776756e-12,4.2280267454239765e-12
2001-04-08 02:42:17,5.391296834987029e-12,4.191257122700859e-12
2001-04-08 04:15:32,5.448620120033464e-12,4.235820913955744e-12
2001-04-08 05:49:02,5.306140382853285e-12,4.125055502297899e-12
2001-04-08 07:22:17,5.341448760659175e-12,4.1525046475591255e-12
2001-04-08 08:55:17,5.116270426615246e-12,3.977448380889698e-12
2001-04-08 10:28:32,4.964036174833278e-12,3.859099695660656e-12
2001-04-08 12:01:47,5.102525295960358e-12,3.966762755793729e-12
2001-04-08 13:35:02,5.646640381813881e-12,4.389764178077327e-12
2001-04-08 15:08:32,5.931738964903781e-12,4.6114031461439664e-12
2001-04-08 16:41:47,5.9812665110246996e-12,4.6499064389142845e-12
2001-04-08 18:15:02,5.773046969879822e-12,4.488034135900742e-12
2001-04-08 19:48:17,5.549395392878533e-12,4.314164787986755e-12
2001-04-08 21:21:32,5.734768702513589e-12,4.458276163810942e-12
