time,edr_raw,edr_debiased
2022-01-12 23:10:12,2.1451262535383068e-13,1.6672907759767888e-13
2022-01-13 00:44:42,1.606923079357138e-13,1.2489745176989552e-13
2022-01-13 02:18:57,1.901876451469662e-13,1.4782258430488266e-13
2022-01-13 03:53:12,2.0948295966099876e-13,1.6281979011305026e-13
2022-01-13 05:27:27,2.1183094653688857e-13,1.6464475349402998e-13
2022-01-13 07:02:12,2.0155660291230604e-13,1.5665906112453587e-13
2022-01-13 08:37:12,1.922170900987641e-13,1.4939996225310552e-13
2022-01-13 10:11:57,2.024151431185906e-13,1.5732635805607186e-13
2022-01-13 11:46:12,2.1249090445118696e-13,1.6515770313567816e-13
2022-01-13 13:20:27,2.171193517679373e-13,1.6875514524687488e-13
2022-01-13 14:55:12,1.9096838119967392e-13,1.484294082701411e-13
2022-01-13 16:29:42,2.0015843462830534e-13,1.5557234043416506e-13
2022-01-13 18:03:57,2.146808845197043e-13,1.6685985635942864e-13
2022-01-13 19:38:12,2.1082565516380012e-13,1.638633948067477e-13
2022-01-13 21:12:27,2.031673482520417e-13,1.5791100647878206e-13
2022-01-13 22:47:12,1.9808916989939557e-13,1.539640127239081e-13
2022-01-14 00:21:57,2.1332010456133037e-13,1.6580219559517824e-13
2022-01-14 01:56:12,2.1192041857665117e-13,1.647142952780429e-13
2022-01-14 03:30:27,2.220885784530567e-13,1.7261745675519346e-13
2022-01-14 05:04:57,2.2892067367207107e-13,1.7792767535909547e-13
2022-01-14 06:39:27,2.3543036937539615e-13,1.8298731023264528e-13
2022-01-14 08:14:12,2.3873926624155756e-13,1.855591370491366e-13
2022-01-14 09:49:12,2.2146542527720782e-13,1.7213311344887302e-13
2022-01-14 11:23:42,2.4090378887973007e-13,1.8724150358726707e-13
2022-01-14 12:57:57,2.652874723336777e-13,2.0619362374338668e-13
2022-01-14 14:32:27,2.4511319020839993e-13,1.9051324388511634e-13
2022-01-14 16:06:57,2.4883643646439304e-13,1.9340712210280537e-13
2022-01-14 17:41:12,2.8678009036706547e-13,2.228986748980925e-13
2022-01-14 19:15:27,3.1933222849590194e-13,2.48199693684753e-13
2022-01-14 20:49:57,3.384649864014859e-13,2.6307055302105517e-13
2022-01-14 22:24:27,3.762909077288606e-13,2.9247059864444415e-13
2022-01-14 23:59:12,4.2031287953874865e-13,3.2668649965160873e-13
2022-01-15 01:33:42,4.514922524429845e-13,3.509205421739197e-13
2022-01-15 03:07:57,4.576683322118222e-13,3.5572087540059803e-13
2022-01-15 04:42:27,4.242239601074427e-13,3.297263713353987e-13
2022-01-15 06:16:57,4.598185059902635e-13,3.573920893450589e-13
2022-01-15 07:51:42,3.77723400087902e-13,2.9358399758445867e-13
2022-01-15 09:26:27,3.4923491319386426e-13,2.7144143541982264e-13
2022-01-15 11:00:57,4.090226590380965e-13,3.1791122105510104e-13
2022-01-15 12:35:12,5.03290163796673e-13,3.911802610004536e-13
2022-01-15 14:09:27,4.3664493939689106e-13,3.393805276647694e-13
2022-01-15 15:43:57,4.5409857532850656e-13,3.5294629618214204e-13
2022-01-15 17:18:27,4.4724359397314083e-13,3.476182894205624e-13
2022-01-15 18:52:57,4.229843994726148e-13,3.287629278041364e-13
2022-01-15 20:27:27,4.2262029333204805e-13,3.2847992776689283e-13
2022-01-15 22:01:57,4.235796388496696e-13,3.2922557522231264e-13
2022-01-15 23:36:27,4.114051293609642e-13,3.197629865569235e-13
2022-01-16 01:10:57,4.505810645314103e-13,3.502123250246292e-13
2022-01-16 02:45:27,4.0913824930488416e-13,3.1800106312630307e-13
2022-01-16 04:19:57,3.979956725709868e-13,3.0934054005527307e-13
2022-01-16 05:54:27,4.213439462897946e-13,3.2748789214801757e-13
2022-01-16 07:28:57,3.6748361415153827e-13,2.856251650395139e-13
2022-01-16 09:03:42,3.291787078732946e-13,2.5585283028437895e-13
2022-01-16 10:38:27,3.0539370843070446e-13,2.3736603487463013e-13
2022-01-16 12:12:42,3.653030698717379e-13,2.8393034574469463e-13
2022-01-16 13:46:57,3.343111465799488e-13,2.598419976817551e-13
2022-01-16 15:21:27,2.904655118559932e-13,2.2576315396730366e-13
2022-01-16 16:55:57,2.9032380840267695e-13,2.2565301552661817e-13
2022-01-16 18:30:27,3.247001227319879e-13,2.5237186794791474e-13
2022-01-16 20:04:57,3.402188482410961e-13,2.6443373510075627e-13
2022-01-16 21:39:27,2.7852908256966287e-13,2.16485612184217e-13
2022-01-16 23:13:57,3.184009184499749e-13,2.474758366872511e-13
2022-01-17 00:48:27,3.3273512146548897e-13,2.586170384833339e-13
2022-01-17 02:22:57,3.2425714166479636e-13,2.520275626903372e-13
2022-01-17 03:57:12,3.0252947949892107e-13,2.351398244264706e-13
