time,acc_effective,pod_raw,pod_debiased
2001-10-19 23:08:17,5.296872966857369e-12,7.22605864157146e-12,5.494823277625858e-12
2001-10-20 00:41:17,5.2168428103704795e-12,6.9396741263434544e-12,5.277051407968816e-12
2001-10-20 02:14:17,5.169831473518052e-12,6.70421032207721e-12,5.09800055093908e-12
2001-10-20 03:47:32,5.109163849194319e-12,6.596055536920023e-12,5.015757732198393e-12
2001-10-20 05:20:32,5.107493667300615e-12,6.574495826462297e-12,4.99936334560977e-12
2001-10-20 06:53:17,4.9513842059270406e-12,6.388581241472704e-12,4.8579905945814435e-12
2001-10-20 08:26:17,4.900930601558056e-12,6.402175065166152e-12,4.868327579453525e-12
2001-10-20 09:59:17,5.0673192580227e-12,7.0926500701640094e-12,5.39337703148177e-12
2001-10-20 11:32:17,5.083271524459856e-12,6.526253854782172e-12,4.962679293888751e-12
2001-10-20 13:05:17,5.182513355562533e-12,6.6773656215774095e-12,5.077587364096312e-12
2001-10-20 14:38:17,5.288940456643766e-12,6.8613798761452755e-12,5.217515070134771e-12
2001-10-20 16:11:17,5.2622258849090005e-12,6.994522539951588e-12,5.31875911541821e-12
2001-10-20 17:44:17,5.338616839070001e-12,6.994002711880884e-12,5.318363828924569e-12
2001-10-20 19:17:17,5.409503161765567e-12,7.0525885278434785e-12,5.362913523475617e-12
2001-10-20 20:50:17,5.401195094626683e-12,7.0482188722327595e-12,5.3595907597733056e-12
2001-10-20 22:23:17,5.37509908590531e-12,7.090501611797161e-12,5.391743305597337e-12
2001-10-20 23:56:17,5.2857205307201495e-12,7.742448155172827e-12,5.887495031399727e-12
2001-10-21 01:29:17,5.258044655320755e-12,6.837937043411232e-12,5.199688723935552e-12
2001-10-21 03:02:17,5.327126246649882e-12,6.865750495244262e-12,5.220838566490666e-12
2001-10-21 04:35:17,5.381709751300719e-12,6.86769794155555e-12,5.222319439239419e-12
2001-10-21 06:08:17,5.299264844984235e-12,6.9114613656754455e-12,5.2555979238865236e-12
2001-10-21 07:41:17,5.3612598317482776e-12,6.78850798739482e-12,5.162101992210526e-12
2001-10-21 09:14:17,5.2899492755298295e-12,6.782909828282044e-12,5.157845052635228e-12
2001-10-21 10:47:02,5.28370581031761e-12,6.7775455748712585e-12,5.1537659791083265e-12
2001-10-21 12:20:02,5.2697739130629924e-12,6.750853481413878e-12,5.1334688373698964e-12
