time,edr_raw,edr_debiased
2021-05-10 15:43:27,5.919982278556875e-14,6.603953206850897e-14
2021-05-10 17:17:57,4.9959079586326463e-14,5.5731150588151234e-14
2021-05-10 18:52:27,6.086607597880815e-14,6.789829745008395e-14
2021-05-10 20:26:57,6.835099258107755e-14,7.624799119454194e-14
2021-05-10 22:01:27,6.199772145444678e-14,6.916068868982324e-14
2021-05-10 23:35:57,5.474106572629944e-14,6.106562816227826e-14
2021-05-11 01:10:27,6.8961895074601e-14,7.692947490367238e-14
2021-05-11 02:44:57,5.654691530653346e-14,6.308011833561438e-14
2021-05-11 04:19:27,4.244420071438476e-14,4.7348032853962114e-14
2021-05-11 05:53:57,5.927019233912079e-14,6.611803183708563e-14
2021-05-11 07:28:27,6.276954183693922e-14,7.00216820932218e-14
2021-05-11 09:02:57,5.4452914396917835e-14,6.074418498792607e-14
2021-05-11 10:37:27,3.776604234195688e-14,4.212937888980149e-14
2021-05-11 12:11:57,5.684772387670806e-14,6.341568111742342e-14
2021-05-11 13:46:27,5.034952783039537e-14,5.6166709651033546e-14
2021-05-11 15:20:57,5.710306742478793e-14,6.370052603145276e-14
2021-05-11 16:55:42,4.805743295034555e-14,5.360979535276955e-14
2021-05-11 18:30:27,5.514611172216751e-14,6.151747154245593e-14
2021-05-11 20:04:57,5.6508858992837144e-14,6.303766514858609e-14
2021-05-11 21:39:12,4.4707431634361564e-14,4.9872748366365366e-14
2021-05-11 23:13:27,3.9874208764917107e-14,4.448111437723903e-14
2021-05-12 00:47:57,5.1585484883311837e-14,5.754546420790148e-14
2021-05-12 02:22:27,4.764325377573371e-14,5.3147763583131306e-14
2021-05-12 03:57:12,4.196567932849476e-14,4.681422503289118e-14
2021-05-12 05:31:57,5.6179398516557816e-14,6.267014013474672e-14
2021-05-12 07:06:27,8.408987628895359e-14,9.380528218701071e-14
2021-05-12 08:40:57,8.253698440462004e-14,9.207297542376527e-14
2021-05-12 10:15:27,7.440859110066715e-14,8.300546026909649e-14
2021-05-12 11:49:57,8.819005217501122e-14,9.837917589433845e-14
2021-05-12 13:24:27,1.3179214652749232e-13,1.4701888075755574e-13
