time,acc_effective,pod_raw,pod_debiased
2021-05-10 15:43:27,8.219859971551268e-14,1.0991434795903267e-13,7.071820225896641e-14
2021-05-10 17:17:57,8.187354990331683e-14,9.158931144719988e-14,5.892798867438736e-14
2021-05-10 18:52:27,7.725992279228643e-14,1.1114905376615091e-13,7.151260423304401e-14
2021-05-10 20:26:57,8.717205475410167e-14,1.263765311610174e-13,8.130986770501017e-14
2021-05-10 22:01:27,8.637508242823865e-14,1.3480283635228547e-13,8.673129962792869e-14
2021-05-10 23:35:57,8.76823529723337e-14,1.537573084140703e-13,9.892648809847151e-14
2021-05-11 01:10:27,8.682199060547071e-14,1.3133714964037136e-13,8.450149852907029e-14
2021-05-11 02:44:57,8.67963835513227e-14,1.2301312021124056e-13,7.914587019019076e-14
2021-05-11 04:19:27,8.224341501329715e-14,1.1105624636071792e-13,7.145289253033722e-14
2021-05-11 05:53:57,7.744058856519977e-14,1.3458898834526727e-13,8.659371116114701e-14
2021-05-11 07:28:27,7.777802314019802e-14,1.283871684832642e-13,8.260349915044321e-14
2021-05-11 09:02:57,8.01468910444519e-14,1.5629443997418145e-13,1.0055886263516458e-13
2021-05-11 10:37:27,7.880333722950072e-14,2.0002970736944413e-13,1.2869785943529977e-13
2021-05-11 12:11:57,7.453967853162386e-14,1.267114250990635e-13,8.152533636479671e-14
2021-05-11 13:46:27,7.575394373486561e-14,1.3667811079366998e-13,8.793783944460784e-14
2021-05-11 15:20:57,7.965039453234431e-14,1.1139051816550294e-13,7.16679609134847e-14
2021-05-11 16:55:42,7.813522729058184e-14,1.1734076489063466e-13,7.549631234541471e-14
2021-05-11 18:30:27,7.461111624516157e-14,1.2014457339874754e-13,7.73002651582544e-14
2021-05-11 20:04:57,7.035955678377315e-14,1.3412392980667162e-13,8.629449541356396e-14
2021-05-11 21:39:12,6.983982132349739e-14,1.2791417910111427e-13,8.229918074784768e-14
2021-05-11 23:13:27,7.068188105968353e-14,1.5635191351027952e-13,1.005958407479023e-13
2021-05-12 00:47:57,7.193324870914695e-14,1.384138135528278e-13,8.905457971612652e-14
2021-05-12 02:22:27,7.300361939227241e-14,1.393035117432167e-13,8.962700595297059e-14
2021-05-12 03:57:12,7.564974492744516e-14,1.100023207834591e-13,7.077480342256882e-14
2021-05-12 05:31:57,7.591040734855554e-14,1.2808256409802778e-13,8.240751859900379e-14
2021-05-12 07:06:27,8.962857183403472e-14,1.4200945226127224e-13,9.136799111468857e-14
2021-05-12 08:40:57,1.0137660195598227e-13,1.645024806288077e-13,1.0583986452383545e-13
2021-05-12 10:15:27,1.0277973771117007e-13,1.4558073850437129e-13,9.366573428974954e-14
2021-05-12 11:49:57,1.0785583192371346e-13,1.5671505599458195e-13,1.0082948434521768e-13
2021-05-12 13:24:27,1.3369164485286682e-13,1.804631619432441e-13,1.1610886680009798e-13
2021-05-12 14:58:57,1.7350934497302492e-13,1.7379403916104485e-13,1.1181799502076274e-13
2021-05-12 16:33:27,1.5856838246591408e-13,1.8006791936967485e-13,1.1585457020663193e-13
2021-05-12 18:07:57,1.448492372929108e-13,1.6545875924920566e-13,1.0645512819185479e-13
2021-05-12 19:42:27,1.5214640148430965e-13,1.921800172265295e-13,1.2364741801882743e-13
2021-05-12 21:16:57,1.562239216095366e-13,1.7813089392065983e-13,1.1460830017885297e-13
2021-05-12 22:51:27,1.5434192407198098e-13,1.9371925276707028e-13,1.246377525138355e-13
2021-05-13 00:25:57,1.3570927837884334e-13,1.8500405721537954e-13,1.1903045034450793e-13
2021-05-13 02:00:27,1.3575697262593577e-13,1.8120739823832659e-13,1.1658770376562066e-13
2021-05-13 03:34:57,1.548906882469271e-13,1.76438266611268e-13,1.1351927438160914e-13
2021-05-13 05:09:27,1.4535677832211312e-13,1.806598850413449e-13,1.1623543720786394e-13
2021-05-13 06:43:57,1.4778198747849647e-13,1.838106762876391e-13,1.1826263653869435e-13
2021-05-13 08:18:27,1.442924136670568e-13,1.915004420688562e-13,1.2321018362365618e-13
2021-05-13 09:52:57,1.341372000099766e-13,1.1149093148516712e-13,7.173256621371495e-14
2021-05-13 11:27:27,1.2790625673200542e-13,1.648932127239919e-13,1.0609125910379151e-13
2021-05-13 13:01:57,1.2882166823625094e-13,1.5858880818247e-13,1.020350447535425e-13
2021-05-13 14:36:27,1.2197215373130404e-13,1.6341262278709712e-13,1.0513865682243202e-13
2021-05-13 16:10:57,1.1904095737800764e-13,1.523019558198811e-13,9.799012336515805e-14
2021-05-13 17:45:27,1.0990877333047709e-13,1.6091625340663268e-13,1.035325084165244e-13
2021-05-13 19:19:57,1.0692046153911493e-13,1.7378239681331876e-13,1.1181050440723912e-13
2021-05-13 20:54:27,1.0551708645292769e-13,1.8475856118663085e-13,1.1887249973899378e-13
2021-05-13 22:28:57,1.0787274946498278e-13,1.651686793697828e-13,1.0626849261637989e-13
2021-05-14 00:03:27,1.0269976472526537e-13,1.889971642862152e-13,1.215995903951073e-13
