time,edr_raw,edr_debiased
2003-11-18 21:59:32,3.4571444615746067e-12,2.6732717214845387e-12
2003-11-18 23:32:02,3.32128873796712e-12,2.5682199169798758e-12
2003-11-19 01:04:32,3.2870245413305366e-12,2.5417247823547392e-12
2003-11-19 02:37:02,3.2371940886314633e-12,2.503192883688135e-12
2003-11-19 04:09:17,3.072296180338676e-12,2.375683917814524e-12
2003-11-19 05:41:32,3.175554307482721e-12,2.455529303038e-12
2003-11-19 07:13:47,3.1296244255846966e-12,2.4200135599691698e-12
2003-11-19 08:46:02,3.218559774924201e-12,2.4887837132191034e-12
2003-11-19 10:18:32,3.3039030994791285e-12,2.5547762971813752e-12
2003-11-19 11:51:02,3.3534340100144395e-12,2.593076571857522e-12
2003-11-19 13:23:32,3.4014761020855775e-12,2.630225602684031e-12
2003-11-19 14:56:02,3.238309615433294e-12,2.5040554760058807e-12
2003-11-19 16:28:17,3.6164426884250927e-12,2.7964506773700197e-12
2003-11-19 18:00:17,3.6678551972655474e-12,2.8362059168578025e-12
2003-11-19 19:32:32,3.4473707220675495e-12,2.6657140791216644e-12
2003-11-19 21:05:02,3.276701346316435e-12,2.5337422679954755e-12
2003-11-19 22:37:32,3.0709778512169946e-12,2.374664506563484e-12
2003-11-20 00:10:02,3.504198921749934e-12,2.7096570560155493e-12
2003-11-20 01:42:32,3.1820349547909493e-12,2.4605405287413398e-12
2003-11-20 03:14:47,3.141363097127541e-12,2.429090605788941e-12
2003-11-20 04:47:02,3.2451091674675633e-12,2.5093132979956786e-12
2003-11-20 06:19:17,3.41984971828715e-12,2.6444331861850984e-12
2003-11-20 07:51:32,3.985086476634486e-12,3.0815081938477235e-12
2003-11-20 09:24:02,5.502477035601635e-12,4.254845703118873e-12
2003-11-20 10:56:32,6.014648239917333e-12,4.6508872374758795e-12
2003-11-20 12:29:02,6.706101201320773e-12,5.185560193437534e-12
2003-11-20 14:01:32,8.632886559835456e-12,6.675466348513777e-12
2003-11-20 15:33:47,9.682903309700791e-12,7.48740235977945e-12
2003-11-20 17:06:02,1.2033296560397262e-11,9.304867577473363e-12
2003-11-20 18:38:17,1.4361895097986959e-11,1.11054798140802e-11
2003-11-20 20:10:32,1.5885776608450265e-11,1.2283836516871628e-11
2003-11-20 21:43:02,1.4588406652451425e-11,1.1280632151470105e-11
2003-11-20 23:15:32,1.4810623824125462e-11,1.1452463814181102e-11
2003-11-21 00:48:02,1.2872479816881328e-11,9.953774469747223e-12
2003-11-21 02:20:17,1.0518140266095234e-11,8.133257735823272e-12
2003-11-21 03:52:32,8.761388091170009e-12,6.774831449886387e-12
2003-11-21 05:25:02,8.019711416441459e-12,6.201322502524243e-12
2003-11-21 06:57:17,7.130849713756438e-12,5.514001252137095e-12
2003-11-21 08:29:32,5.696042728921668e-12,4.404522322060712e-12
2003-11-21 10:02:02,5.3881386923746535e-12,4.1664324293817185e-12
2003-11-21 11:34:32,4.68813762797049e-12,3.6251495668112548e-12
2003-11-21 13:07:02,4.203911445376496e-12,3.250716801528039e-12
2003-11-21 14:39:17,4.133353721565825e-12,3.1961573320317966e-12
2003-11-21 16:11:32,4.213869217800215e-12,3.2584167491944387e-12
2003-11-21 17:43:47,4.058324012470937e-12,3.1381398549422742e-12
2003-11-21 19:16:02,4.116961897390591e-12,3.183482189144872e-12
2003-11-21 20:48:32,3.965502897483781e-12,3.0663649943283173e-12
2003-11-21 22:20:47,3.899771803194553e-12,3.0155377646482497e-12
2003-11-21 23:53:02,3.794721046207439e-12,2.934306210371143e-12
2003-11-22 01:25:32,3.975246924058709e-12,3.0738996608676163e-12
2003-11-22 02:58:02,3.859914738286227e-12,2.984717888387634e-12
2003-11-22 04:30:32,3.5625953564823676e-12,2.754812686432749e-12
2003-11-22 06:02:47,3.8737087565110784e-12,2.9953842516987415e-12
2003-11-22 07:35:02,3.8152738578221155e-12,2.950198878640345e-12
2003-11-22 09:07:17,3.839151789442277e-12,2.9686627293926634e-12
2003-11-22 10:39:32,3.892108695155254e-12,3.009612189293262e-12
2003-11-22 12:12:02,3.786101326347476e-12,2.927640925305716e-12
2003-11-22 13:44:32,3.9269182654519804e-12,3.0365290395856225e-12
2003-11-22 15:17:02,4.299155007126357e-12,3.324364843462452e-12
2003-11-22 16:49:17,4.735171661288678e-12,3.66151910606956e-12
2003-11-22 18:21:32,4.832729298487773e-12,3.7369565301164585e-12
2003-11-22 19:53:47,5.309738099289026e-12,4.105808382347257e-12
2003-11-22 21:26:02,5.3467670241565344e-12,4.1344413708802854e-12
2003-11-22 22:58:32,5.665840351738827e-12,4.381168030175633e-12
2003-11-23 00:31:02,5.386118853157726e-12,4.164870568394834e-12
2003-11-23 02:03:32,5.121585226644321e-12,3.960317281426331e-12
2003-11-23 03:36:02,4.961236652554259e-12,3.8363261339750925e-12
2003-11-23 05:08:17,4.81247398290559e-12,3.721293903646135e-12
2003-11-23 06:40:32,5.202360727631578e-12,4.02277774987885e-12
2003-11-23 08:12:47,5.31475279028495e-12,4.109686042589803e-12
2003-11-23 09:45:02,4.960371520548298e-12,3.8356571619513335e-12
2003-11-23 11:17:32,4.785266820000085e-12,3.700255691322203e-12
2003-11-23 12:50:02,4.827831583230977e-12,3.7331693225405525e-12
2003-11-23 14:22:32,4.922146198164848e-12,3.806099047007602e-12
2003-11-23 15:54:47,4.851640116785827e-12,3.751579510540972e-12
2003-11-23 17:27:02,4.691829898669118e-12,3.628004652260074e-12
2003-11-23 18:59:17,4.851786402865946e-12,3.751692627723542e-12
