time,edr_raw,edr_debiased
2022-08-15 23:17:27,2.905277823318781e-13,2.431884982520588e-13
2022-08-16 00:51:57,2.9453957828418474e-13,2.4654660268222533e-13
2022-08-16 02:26:27,3.194368575812346e-13,2.6738706039753994e-13
2022-08-16 04:00:57,3.092688124002707e-13,2.58875820550285e-13
2022-08-16 05:35:27,3.2405784186270676e-13,2.71255090569518e-13
2022-08-16 07:09:57,3.171844904254625e-13,2.6550169927397357e-13
2022-08-16 08:44:27,3.4990515738958877e-13,2.928907833641202e-13
2022-08-16 10:18:57,3.370289076018954e-13,2.8211262017485757e-13
2022-08-16 11:53:27,3.478106799622211e-13,2.91137585043133e-13
2022-08-16 13:27:57,3.3665744543584043e-13,2.818016849328119e-13
2022-08-16 15:02:27,3.1133176947636935e-13,2.606026345205985e-13
2022-08-16 16:36:57,3.114723088832897e-13,2.607202741041174e-13
2022-08-16 18:11:27,2.8899779076891203e-13,2.4190780713346895e-13
2022-08-16 19:45:57,3.140395702164302e-13,2.6286921980292784e-13
2022-08-16 21:20:27,2.9590965371163786e-13,2.476934347786951e-13
2022-08-16 22:54:57,3.2158619670661167e-13,2.691861811216907e-13
2022-08-17 00:29:27,2.7565328816724917e-13,2.3073768935137e-13
2022-08-17 02:03:57,3.102709323838047e-13,2.597146527332451e-13
2022-08-17 03:38:27,3.2770581326225843e-13,2.743086528801614e-13
2022-08-17 05:12:57,3.368495795391563e-13,2.8196251225085135e-13
2022-08-17 06:47:27,3.5207077541980903e-13,2.9470353046985217e-13
2022-08-17 08:21:57,3.6503883885496517e-13,3.055585469736801e-13
2022-08-17 09:56:27,4.2719112727507456e-13,3.5758359450097385e-13
2022-08-17 11:30:42,4.079678164092853e-13,3.4149257537928615e-13
2022-08-17 13:04:57,4.113566581760117e-13,3.44329231252433e-13
2022-08-17 14:39:27,3.810134006735169e-13,3.189301759026151e-13
2022-08-17 16:13:57,4.115578451619363e-13,3.444976363549749e-13
2022-08-17 17:48:42,4.282014186613888e-13,3.5842926661901624e-13
2022-08-17 19:23:27,4.925880761786938e-13,4.1232460985753775e-13
2022-08-17 20:57:57,5.281074697451348e-13,4.420563894171921e-13
2022-08-17 22:32:12,5.383338829234198e-13,4.506164866422185e-13
2022-08-18 00:06:27,5.395586701208566e-13,4.5164170411654167e-13
2022-08-18 01:40:57,5.408348685880599e-13,4.527099557867252e-13
2022-08-18 03:15:27,5.20567067981235e-13,4.3574463855308626e-13
2022-08-18 04:49:57,5.037239836498049e-13,4.2164600622396107e-13
2022-08-18 06:24:27,4.879531546443385e-13,4.0844491340162907e-13
2022-08-18 07:58:57,4.90684391417529e-13,4.1073111599441333e-13
2022-08-18 09:33:27,5.035200794979514e-13,4.2147532669693403e-13
2022-08-18 11:07:57,5.05824290572115e-13,4.234040841681954e-13
2022-08-18 12:42:27,5.158627397548088e-13,4.3180684469569024e-13
2022-08-18 14:16:57,5.360644644733714e-13,4.48716852602599e-13
2022-08-18 15:51:27,5.380498782815582e-13,4.5037875838849835e-13
2022-08-18 17:25:57,5.016388790552954e-13,4.199006535042752e-13
2022-08-18 19:00:27,4.840898116046106e-13,4.0521107261530894e-13
2022-08-18 20:34:57,5.051853377434214e-13,4.2286924382481513e-13
2022-08-18 22:09:27,4.72180402880353e-13,3.952422111195993e-13
2022-08-18 23:43:57,4.470922708312312e-13,3.742419986510865e-13
2022-08-19 01:18:27,4.38755880956913e-13,3.672639598621377e-13
2022-08-19 02:52:57,4.53631675328755e-13,3.797158571112007e-13
2022-08-19 04:27:27,4.610190759914683e-13,3.858995372354626e-13
2022-08-19 06:01:57,4.353680223333591e-13,3.6442812693648926e-13
2022-08-19 07:36:27,4.244586734304114e-13,3.5529637314922164e-13
2022-08-19 09:10:57,4.321559461911352e-13,3.617394340788596e-13
2022-08-19 10:45:27,4.362610016169375e-13,3.6517560206331055e-13
2022-08-19 12:19:57,4.062421819694951e-13,3.4004811989700383e-13
2022-08-19 13:54:27,3.8175343279137905e-13,3.195496254366896e-13
2022-08-19 15:28:57,3.5964011464133275e-13,3.0103950365378673e-13
2022-08-19 17:03:27,3.478687582698482e-13,2.911861999339344e-13
2022-08-19 18:37:57,3.8652224141971184e-13,3.235413931067809e-13
2022-08-19 20:12:27,4.45164438015495e-13,3.7262829147452335e-13
2022-08-19 21:46:57,4.0192331891678515e-13,3.3643298260612315e-13
2022-08-19 23:21:27,4.1364065435745884e-13,3.462410676934143e-13
2022-08-20 00:55:57,4.1322530504034687e-13,3.4589339637651735e-13
2022-08-20 02:30:27,4.185813239914091e-13,3.503766929303405e-13
2022-08-20 04:04:57,4.0601241818963773e-13,3.3985579437092933e-13
2022-08-20 05:39:27,4.010536483692806e-13,3.3570501823478436e-13
2022-08-20 07:13:57,3.946126853499513e-13,3.3031356096555004e-13
2022-08-20 08:48:27,4.1481739490769476e-13,3.472260673548831e-13
2022-08-20 10:22:57,3.777195049110987e-13,3.161729953072452e-13
2022-08-20 11:57:27,3.575167257826016e-13,2.992621047984508e-13
2022-08-20 13:31:57,3.4659813802246416e-13,2.9012261755523785e-13
2022-08-20 15:06:27,3.011747189957239e-13,2.5210059787118476e-13
2022-08-20 16:40:57,2.8978101775743434e-13,2.4256341326380333e-13
2022-08-20 18:15:27,2.8955364393909705e-13,2.423730882732655e-13
2022-08-20 19:49:57,3.036585942306672e-13,2.5417974459988323e-13
2022-08-20 21:24:27,3.0778840829224263e-13,2.576366369894293e-13
2022-08-20 22:58:42,3.3322436001579483e-13,2.7892799457187347e-13
2022-08-21 00:32:57,1.7053872169380744e-11,1.4275073898153737e-11
2022-08-21 02:07:27,2.7809937704398853e-13,2.327852067204517e-13
2022-08-21 03:41:57,3.209383154091778e-13,2.686438671353864e-13
2022-08-21 05:16:27,3.0721174137000105e-13,2.5715393353957e-13
