satellite,storm_date,mean_drag_acc,log_drag,drag_tercile,method,window_min,r_native,sigma,beta,SD_pct_native,expl_var_pct,n_valid,r_matched
CHAMP,2001-04-08,1.3424392940125385e-06,-5.872105344266372,high,POD,210.0,0.8320237587235388,0.0359037393429737,-0.3040657664264243,73.15711811647397,14.458850145504476,5342,0.8778442569363877
CHAMP,2001-04-08,1.3424392940125385e-06,-5.872105344266372,high,POD,240.0,0.8055762188108553,0.0255087974932926,-0.3368112557980293,71.81166189444083,14.15156991183899,5280,0.9485366714943084
CHAMP,2001-04-08,1.3424392940125385e-06,-5.872105344266372,high,POD,270.0,0.4279388279113513,0.0270367446053241,-0.3827681233648509,79.63313183136664,3.840989006570128,5160,0.7730426873590692
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,2.0,0.3032473714870993,1.115782782572594,-0.087823120424747,205.56138096296905,-240.25823205015308,7524,0.3041328871273775
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,3.0,0.4118353460465539,1.0286319054316913,-0.0889485509976645,179.9088368198863,-154.6164248516852,8049,0.4131520637649332
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,5.0,0.5466208944736237,0.8935328457935102,-0.0962534286700719,144.70690783157602,-45.23675473699544,8738,0.5499437474213371
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,7.0,0.6288560470103882,0.8383861885616787,-0.1213225371329041,131.9027408804849,-12.224338026335424,9001,0.6337610573136844
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,10.0,0.6866704903067269,0.7857787785956751,-0.1150844911570614,120.0293747532058,4.764617496565238,9309,0.6918352980640284
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,15.0,0.749784845016807,0.7115942207574769,-0.1144348434758841,103.45063649567771,28.958454859877097,9598,0.7550515986787086
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,20.0,0.7935899011737001,0.6473936969024077,-0.1116245577780678,89.41589711453824,47.22830881229453,9846,0.7980660540702605
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,30.0,0.8524145423784156,0.5379758701722762,-0.1169526268691671,69.49500125623422,70.07257710669089,10394,0.8634549627972967
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,45.0,0.8742638639347281,0.1848750145583324,-0.110568884198032,34.68375715846908,72.67714076609633,10557,0.9456909608769696
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,60.0,0.7162270517958265,0.184551423436784,-0.1933572189069299,51.90886539739012,46.307177018876885,10542,0.893561790237301
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,75.0,0.5351590546163051,0.1492134583282795,-0.3184992406117947,67.29528276606757,24.00762965285016,10527,0.8303422818507337
CHAMP,2001-04-18,1.220809661842759e-06,-5.913352042242741,high,EDR,90.0,0.298819474006399,0.0926352947237922,-0.373391354062815,82.06524117887768,8.212713679060302,10512,0.8642876426513925
