time,acc_effective,pod_raw,pod_debiased
2023-02-25 13:44:27,7.919685918522539e-13,8.939061917603952e-13,7.898066132706211e-13
2023-02-25 15:18:57,8.400038264912205e-13,9.377901564144263e-13,8.285800839320462e-13
2023-02-25 16:53:27,9.178255174882626e-13,1.01815102309648e-12,8.995825498939973e-13
2023-02-25 18:27:57,1.0000761729984135e-12,1.1435621340892468e-12,1.0103889474250852e-12
2023-02-25 20:02:27,1.075162821844896e-12,1.2300002313507988e-12,1.0867609218950885e-12
2023-02-25 21:36:42,1.075462875425888e-12,1.208588860461759e-12,1.0678430058058728e-12
2023-02-25 23:10:57,1.0776188135943338e-12,1.4004718261000909e-12,1.2373802980095224e-12
2023-02-26 00:45:27,1.0718132953968358e-12,1.2539144302901968e-12,1.1078901999418263e-12
2023-02-26 02:19:57,1.0198531886724344e-12,1.1581207530041487e-12,1.0232521467239198e-12
2023-02-26 03:54:27,1.0052667010757786e-12,1.1163635530807778e-12,9.863577690418576e-13
2023-02-26 05:28:57,9.708903957104683e-13,1.1136089284356708e-12,9.839239333867995e-13
2023-02-26 07:03:27,9.49773705003846e-13,1.0768576030029414e-12,9.514524725771726e-13
2023-02-26 08:37:57,9.55807243542301e-13,1.0921128195466542e-12,9.64931147436077e-13
2023-02-26 10:12:27,9.873828896310071e-13,1.09537910203049e-12,9.678170559691224e-13
2023-02-26 11:46:57,9.640962005444193e-13,8.699095313546543e-13,7.686044767829666e-13
2023-02-26 13:21:27,9.434997248832892e-13,1.0704548964310959e-12,9.457953912862196e-13
2023-02-26 14:55:42,9.420833127835243e-13,1.044124808426137e-12,9.225315658132576e-13
2023-02-26 16:30:12,9.348001860564809e-13,1.0488611778168682e-12,9.267163627216725e-13
2023-02-26 18:04:42,9.338170789944332e-13,1.050750653621537e-12,9.28385800186026e-13
2023-02-26 19:38:57,1.0482962556068509e-12,1.1567526895150482e-12,1.0220434006597071e-12
2023-02-26 21:13:27,1.1973438609946957e-12,1.3432617172694863e-12,1.1868325753101646e-12
2023-02-26 22:47:57,1.252051854146752e-12,1.4199734311532827e-12,1.2546108494727248e-12
2023-02-27 00:22:27,1.239982057550465e-12,1.3468530780552265e-12,1.1900057052485897e-12
2023-02-27 01:56:57,1.366754326531361e-12,1.5276625720174295e-12,1.3497590836117412e-12
2023-02-27 03:31:27,1.3461291361818662e-12,1.5250071454746816e-12,1.3474128939736692e-12
2023-02-27 05:05:57,1.3977988053541467e-12,1.598518580410606e-12,1.4123635767170869e-12
2023-02-27 06:40:27,1.5124198644459235e-12,1.6900710285384626e-12,1.4932543118512703e-12
2023-02-27 08:14:42,1.5553939033746095e-12,1.8002926624689023e-12,1.5906401183331755e-12
2023-02-27 09:48:57,1.6417526250226116e-12,1.8099718359496758e-12,1.599192106558085e-12
2023-02-27 11:23:27,1.6882233495812442e-12,2.213061278104356e-12,1.9553398881573723e-12
2023-02-27 12:57:57,1.7330774216870742e-12,2.0009953247134213e-12,1.7679700120097929e-12
2023-02-27 14:32:27,1.622473260440754e-12,1.8017674782888635e-12,1.5919431849174527e-12
2023-02-27 16:06:57,1.6749487048403171e-12,1.902672580876041e-12,1.6810974139301823e-12
2023-02-27 17:41:27,1.7887233214969571e-12,1.9951843861417514e-12,1.762835784553357e-12
2023-02-27 19:15:57,1.6315884605032929e-12,1.9128858660331226e-12,1.6901213140157116e-12
2023-02-27 20:50:12,1.5092313245934484e-12,1.7062919126718935e-12,1.5075861977692438e-12
2023-02-27 22:24:27,1.5383250728964144e-12,1.7319493291578925e-12,1.5302556874840129e-12
2023-02-27 23:58:57,1.4799791330888264e-12,1.825966812330313e-12,1.6133243927431222e-12
2023-02-28 01:33:27,1.4467045874472387e-12,1.6404049368163239e-12,1.449372070001932e-12
2023-02-28 03:07:57,1.3838347463994043e-12,1.5695351043813982e-12,1.386755362729489e-12
2023-02-28 04:42:27,1.3142704104167624e-12,1.4943534789299322e-12,1.3203289910080157e-12
2023-02-28 06:16:57,1.2465685563536912e-12,1.4210344380483816e-12,1.255548297126851e-12
2023-02-28 07:51:27,1.2109960430436574e-12,1.372743205397359e-12,1.212880805546268e-12
2023-02-28 09:25:57,1.185385497596573e-12,1.3483932177025374e-12,1.1913664883934193e-12
2023-02-28 11:00:27,1.1262613992953145e-12,1.2687281981156538e-12,1.1209788348610681e-12
