time,edr_raw,edr_debiased
2002-05-21 18:00:02,4.523871838010382e-12,3.599793387854594e-12
2002-05-21 19:32:32,4.686410012709119e-12,3.729130351302214e-12
2002-05-21 21:05:02,4.724220390841017e-12,3.75921731089463e-12
2002-05-21 22:37:17,4.879464433785179e-12,3.882750094161981e-12
2002-05-22 00:09:32,4.721059034119141e-12,3.7567017155304025e-12
2002-05-22 01:42:02,4.703854929460903e-12,3.743011844461924e-12
2002-05-22 03:14:32,5.1848359490569495e-12,4.1257442374262e-12
2002-05-22 04:47:02,5.344045621190622e-12,4.252432602073009e-12
2002-05-22 06:19:32,5.214961522083977e-12,4.149716145223597e-12
2002-05-22 07:52:02,5.177939115008533e-12,4.120256200078188e-12
2002-05-22 09:24:32,5.73520370282491e-12,4.5636899334682065e-12
2002-05-22 10:57:02,6.2864547281151295e-12,5.00233847766758e-12
2002-05-22 12:29:32,5.3206599076034115e-12,4.2338238217724325e-12
2002-05-22 14:02:02,5.534892789557425e-12,4.404295961464671e-12
2002-05-22 15:34:32,5.526728767415347e-12,4.397799580935404e-12
2002-05-22 17:07:02,5.490538950053733e-12,4.369002154767978e-12
2002-05-22 18:39:32,5.411278610251074e-12,4.305932099435419e-12
2002-05-22 20:12:02,5.31808832800546e-12,4.231777531434305e-12
2002-05-22 21:44:32,5.330333184847819e-12,4.241521166151361e-12
2002-05-22 23:17:02,5.3146635419804326e-12,4.229052316722401e-12
2002-05-23 00:49:32,5.2732420021660926e-12,4.196091837186802e-12
2002-05-23 02:22:02,5.175514099161985e-12,4.118326535330283e-12
2002-05-23 03:54:32,5.3738548501816725e-12,4.276152784532073e-12
2002-05-23 05:27:02,5.658199866214184e-12,4.502415451830229e-12
2002-05-23 06:59:17,5.4504186689858094e-12,4.337077129550929e-12
2002-05-23 08:31:32,6.158159459437601e-12,4.900249719096225e-12
2002-05-23 10:04:02,5.483953147800386e-12,4.363761615633752e-12
2002-05-23 11:36:47,6.405802373117181e-12,5.0973073182356525e-12
2002-05-23 13:09:32,8.096814335544395e-12,6.442901070468413e-12
2002-05-23 14:42:02,7.110635797405928e-12,5.658166421045567e-12
2002-05-23 16:14:17,7.378356553342184e-12,5.871200618635617e-12
2002-05-23 17:46:32,8.785439257582574e-12,6.9908625357417434e-12
2002-05-23 19:19:02,7.694504876250704e-12,6.122770221652474e-12
2002-05-23 20:51:32,7.468900138538259e-12,5.943249122875479e-12
2002-05-23 22:24:02,7.360419116863056e-12,5.856927211354252e-12
2002-05-23 23:56:32,6.564305623711888e-12,5.2234335600646495e-12
2002-05-24 01:29:02,5.717558837902133e-12,4.5496493349824335e-12
2002-05-24 03:01:32,5.8500488741497054e-12,4.655076007867664e-12
2002-05-24 04:34:02,5.133665043426617e-12,4.085025867336472e-12
2002-05-24 06:06:32,5.632694549034689e-12,4.482120033342366e-12
2002-05-24 07:39:02,5.487601089838312e-12,4.36666440291368e-12
2002-05-24 09:11:32,5.453916518000568e-12,4.339860482883189e-12
2002-05-24 10:44:02,5.123731002205712e-12,4.0771210244978174e-12
2002-05-24 12:16:32,5.1252083659335544e-12,4.07829661133347e-12
2002-05-24 13:49:02,5.0469325046879165e-12,4.01600993791953e-12
2002-05-24 15:21:32,4.905751269739857e-12,3.903667392804749e-12
2002-05-24 16:54:02,4.815037993806822e-12,3.831483860072754e-12
2002-05-24 18:26:32,4.689373729366528e-12,3.731488677976541e-12
2002-05-24 19:59:02,4.575776120305189e-12,3.641095329840722e-12
2002-05-24 21:31:32,4.688632179496797e-12,3.730898602392305e-12
2002-05-24 23:04:02,4.8860737482743556e-12,3.888009342754411e-12
2002-05-25 00:36:32,4.64359077559235e-12,3.695057678121951e-12
2002-05-25 02:09:02,4.963836413971613e-12,3.949887649616891e-12
2002-05-25 03:41:32,4.396743329769839e-12,3.4986330588799787e-12
2002-05-25 05:14:02,5.081623035411278e-12,4.043614332471531e-12
2002-05-25 06:46:32,5.067679603049081e-12,4.032519085431219e-12
2002-05-25 08:18:47,4.85779176488217e-12,3.865504439773919e-12
2002-05-25 09:51:02,5.072730635045801e-12,4.036538357469578e-12
2002-05-25 11:23:47,4.53455598742211e-12,3.608295116414637e-12
2002-05-25 12:56:32,4.970828219346341e-12,3.955451258768157e-12
2002-05-25 14:29:02,5.0512360207310605e-12,4.019434386964808e-12
2002-05-25 16:01:32,4.872011764886551e-12,3.876819760769745e-12
2002-05-25 17:34:02,4.879719592300172e-12,3.882953132171902e-12
2002-05-25 19:06:32,4.805728256731398e-12,3.824075796545138e-12
2002-05-25 20:38:47,4.970415549374207e-12,3.9551228837190296e-12
2002-05-25 22:11:02,4.9998125663696965e-12,3.978515055555965e-12
2002-05-25 23:43:32,4.950638825379222e-12,3.939385894958118e-12
2002-05-26 01:16:02,4.9549481529053166e-12,3.942814968391233e-12
2002-05-26 02:48:32,5.436975149432918e-12,4.326379679550383e-12
2002-05-26 04:21:02,4.84365386337769e-12,3.854254447250623e-12
2002-05-26 05:53:32,4.942424367859342e-12,3.9328493813424096e-12
2002-05-26 07:26:02,5.6904647227641416e-12,4.528089657782027e-12
2002-05-26 08:58:32,5.399665667203205e-12,4.296691299277023e-12
2002-05-26 10:31:02,5.372663490747997e-12,4.275204780705822e-12
