time,acc_effective,pod_raw,pod_debiased
2001-11-22 17:27:47,3.890567239478951e-12,5.038125492961376e-12,3.856202185084662e-12
2001-11-22 19:00:47,3.929430367091985e-12,5.1239351205201e-12,3.9218812305462215e-12
2001-11-22 20:33:47,3.992576216447428e-12,5.185899215423411e-12,3.969308806238167e-12
2001-11-22 22:06:47,4.0683003361588076e-12,5.231113327855874e-12,4.003915875752873e-12
2001-11-22 23:39:47,4.186490668819537e-12,5.6438826780366866e-12,4.3198512513855315e-12
2001-11-23 01:12:47,4.369536159284464e-12,5.557956334199331e-12,4.254082870799366e-12
2001-11-23 02:45:47,4.380752383675866e-12,5.580435445594856e-12,4.271288476059356e-12
2001-11-23 04:18:47,4.3634954421599595e-12,5.616902947235204e-12,4.299200853332719e-12
2001-11-23 05:51:47,4.341837080681303e-12,5.5925504509627945e-12,4.280561351504286e-12
2001-11-23 07:24:32,4.199626252814268e-12,5.422541102079552e-12,4.150435489501783e-12
2001-11-23 08:57:17,4.104478034926841e-12,5.178534416527358e-12,3.963671758563323e-12
2001-11-23 10:30:17,4.181067574525662e-12,5.385273324985599e-12,4.121910578071188e-12
2001-11-23 12:03:17,4.287529383461309e-12,5.755275533085915e-12,4.4051118054633864e-12
2001-11-23 13:36:17,4.1958713705537155e-12,5.420900417155068e-12,4.149179702443746e-12
2001-11-23 15:09:17,4.1020682009751125e-12,5.343447816860218e-12,4.089897160372343e-12
2001-11-23 16:42:02,4.042267966115462e-12,5.169427430779636e-12,3.9567012338336465e-12
2001-11-23 18:14:47,3.9076881095433265e-12,5.048511942501815e-12,3.864152016717294e-12
2001-11-23 19:47:47,3.993489104195051e-12,5.1075338016354e-12,3.9093275929264745e-12
2001-11-23 21:20:47,3.902313258365922e-12,5.049875909492184e-12,3.865196002718832e-12
2001-11-23 22:53:47,4.148406190365848e-12,5.023007737484159e-12,3.8446309922300454e-12
2001-11-25 04:19:47,3.92777352022678e-12,5.484263090005812e-12,4.197677755507569e-12
2001-11-25 05:52:47,3.853632597250541e-12,5.122478811901906e-12,3.920766565879079e-12
2001-11-25 07:25:47,3.787399558449329e-12,5.025986128577946e-12,3.846910665148067e-12
2001-11-25 08:58:47,3.660170904940786e-12,4.952246138449944e-12,3.790469770323793e-12
2001-11-25 10:31:47,3.6593449418532905e-12,4.584199300431393e-12,3.5087651913164916e-12
2001-11-25 12:04:32,3.617259224716993e-12,4.8139690972192646e-12,3.684631948442274e-12
2001-11-25 13:37:17,3.56792724597204e-12,4.7978319787028355e-12,3.67228053088212e-12
2001-11-25 15:10:17,3.4138069244445234e-12,4.473758727340152e-12,3.4242335178058913e-12
2001-11-25 16:43:17,3.3571011147140876e-12,4.431861751734398e-12,3.3921653986006308e-12
2001-11-25 18:16:17,3.40337712640457e-12,4.51345960206255e-12,3.4546207322705105e-12
2001-11-25 19:49:17,3.4029878520196764e-12,4.323516624217771e-12,3.3092375878391497e-12
2001-11-25 21:22:17,3.382613279087233e-12,4.586253501526514e-12,3.5103374853696427e-12
2001-11-25 22:55:17,3.382051869362398e-12,4.5843916888559116e-12,3.5089124462159682e-12
2001-11-26 00:28:02,3.393585701523169e-12,4.503117773641704e-12,3.4467050538282104e-12
2001-11-26 02:00:47,3.398552522133562e-12,4.432878597635732e-12,3.392943696678377e-12
2001-11-26 03:33:47,3.4088265424716416e-12,4.3548055458525915e-12,3.3331862584599397e-12
2001-11-26 05:06:47,3.3016589352378812e-12,4.222974969246828e-12,3.2322825873865736e-12
2001-11-26 06:39:47,3.256511243691468e-12,4.128792863133862e-12,3.1601952120530113e-12
2001-11-26 08:12:47,3.2460116722485367e-12,4.15673542234668e-12,3.1815825629722896e-12
2001-11-26 09:45:47,3.192807974722969e-12,4.492508771172706e-12,3.4385848792593804e-12
2001-11-26 11:18:47,3.176831362362949e-12,3.982779873312014e-12,3.0484362629779268e-12
2001-11-26 12:51:47,3.142787196254961e-12,4.157515861729639e-12,3.182179914518633e-12
2001-11-26 14:24:47,3.0956198523980325e-12,4.004893309411673e-12,3.0653619788471267e-12
2001-11-26 15:57:32,3.018777490922192e-12,3.8329614326681814e-12,2.9337646060325305e-12
2001-11-26 17:30:17,2.9893993371110658e-12,3.830582390428229e-12,2.9319436772174525e-12
2001-11-26 19:03:17,2.9786161781366627e-12,3.6229142586613254e-12,2.7729936263283325e-12
2001-11-26 20:36:17,2.981094716711827e-12,3.9018728063574034e-12,2.986509657772273e-12
2001-11-26 22:09:17,2.994074255713233e-12,3.862089747883967e-12,2.956059539523146e-12
2001-11-26 23:42:17,3.001533391843977e-12,4.654373064478243e-12,3.5624764818810348e-12
2001-11-27 01:15:17,3.0873314433752352e-12,3.836989928378099e-12,2.9368480333867895e-12
2001-11-27 02:48:17,3.07644439792034e-12,4.001428799419065e-12,3.0627102285041848e-12
2001-11-27 04:21:17,3.062231653469813e-12,3.876639605973525e-12,2.9671960613577075e-12
2001-11-27 05:54:17,3.03054232605069e-12,3.873042222857621e-12,2.964442609374124e-12
2001-11-27 07:27:17,3.070947686580223e-12,3.903935952557395e-12,2.988088798445857e-12
2001-11-27 09:00:02,3.109832661267656e-12,4.0916426652178134e-12,3.13176029621371e-12
2001-11-27 10:32:47,3.150180934423035e-12,4.02694494032235e-12,3.0822403887678864e-12
2001-11-27 12:05:47,3.1405672238144513e-12,4.8303134212061e-12,3.69714196193039e-12
2001-11-27 13:38:47,3.160822144164035e-12,4.138077419085849e-12,3.167301649754814e-12
2001-11-27 15:11:47,3.1364624478318335e-12,4.283985956042951e-12,3.278980650173233e-12
